id,title,genre_ids,actors,director,duration
272,Batman Begins,"[28, 80, 18]","Christian Bale, Michael Caine, Liam Neeson, Katie Holmes, Gary Oldman, Cillian Murphy, Tom Wilkinson, Rutger Hauer, Ken Watanabe, Mark Boone Junior",Christopher Nolan,140
1771,Captain America: The First Avenger,"[28, 12, 878]","Chris Evans, Hayley Atwell, Sebastian Stan, Tommy Lee Jones, Hugo Weaving, Dominic Cooper, Richard Armitage, Stanley Tucci, Samuel L. Jackson, Toby Jones",Joe Johnston,124
372058,Your Name.,"[16, 10749, 18]","Ryunosuke Kamiki, Mone Kamishiraishi, Ryo Narita, Aoi Yuki, Nobunaga Shimazaki, Kaito Ishikawa, Kanon Tani, Masaki Terasoma, Sayaka Ohara, Kazuhiko Inoue",Makoto Shinkai,106
1426142,Sosyal Climbers,"[10749, 35]","Maris Racal, Anthony Jennings, Ricky Davao, Carmi Martin, Bart Guingona, Cheska Iñigo, Marissa Sanchez, Raquel Pareño, Pam Arambulo, Shanaia Gomez",Jason Paul Laxamana,102
573435,Bad Boys: Ride or Die,"[28, 35, 80, 53, 12]","Will Smith, Martin Lawrence, Vanessa Hudgens, Alexander Ludwig, Paola Nuñez, Eric Dane, Ioan Gruffudd, Jacob Scipio, Melanie Liburd, Tasha Smith",Adil El Arbi,115
8966,Twilight,"[14, 18, 10749]","Kristen Stewart, Robert Pattinson, Billy Burke, Peter Facinelli, Ashley Greene, Jackson Rathbone, Nikki Reed, Kellan Lutz, Elizabeth Reaser, Taylor Lautner",Catherine Hardwicke,122
1294203,My Fault: London,"[10749, 18]","Asha Banks, Matthew Broome, Eve Macklin, Ray Fearon, Enva Lewis, Jason Flemyng, Kerim Hassan, Sam Buchanan, Amelia Kenworthy, Harry Gilby",Dani Girdwood,118
245891,John Wick,"[28, 53]","Keanu Reeves, Michael Nyqvist, Alfie Allen, Willem Dafoe, Dean Winters, Adrianne Palicki, Omer Barnea, Toby Leonard Moore, Daniel Bernhardt, Bridget Moynahan",Chad Stahelski,101
1150370,Cold Wallet,[53],"Raúl Castillo, Melonie Diaz, Tony Cavalero, Josh Brener, Zoe Winters, Ian Unterman, Genevieve Adams, Joanna Sylvie Weinig, Otoja Abit, Elizabeth Aspenlieder",Cutter Hodierne,84
11836,The SpongeBob SquarePants Movie,"[10751, 16, 35, 14, 12]","Tom Kenny, Clancy Brown, Rodger Bumpass, Bill Fagerbakke, Mr. Lawrence, Jill Talley, Carolyn Lawrence, Mary Jo Catlett, Jeffrey Tambor, Scarlett Johansson",Stephen Hillenburg,87
36557,Casino Royale,"[12, 28, 53]","Daniel Craig, Eva Green, Mads Mikkelsen, Judi Dench, Jeffrey Wright, Giancarlo Giannini, Caterina Murino, Simon Abkarian, Isaach de Bankolé, Jesper Christensen",Martin Campbell,144
672,Harry Potter and the Chamber of Secrets,"[12, 14]","Daniel Radcliffe, Rupert Grint, Emma Watson, Kenneth Branagh, Toby Jones, Robbie Coltrane, Richard Harris, Alan Rickman, Tom Felton, Jason Isaacs",Chris Columbus,161
603692,John Wick: Chapter 4,"[28, 53, 80]","Keanu Reeves, Donnie Yen, Bill Skarsgård, Ian McShane, Laurence Fishburne, Lance Reddick, Clancy Brown, Hiroyuki Sanada, Rina Sawayama, Scott Adkins",Chad Stahelski,170
1106739,Juror #2,"[80, 18]","Nicholas Hoult, Toni Collette, J.K. Simmons, Chris Messina, Gabriel Basso, Zoey Deutch, Cedric Yarbrough, Leslie Bibb, Kiefer Sutherland, Amy Aquino",Clint Eastwood,114
1200801,F Marry Kill,"[35, 53]","Lucy Hale, Virginia Gardner, Brooke Nevin, Jedidiah Goodacre, Brendan Morgan, Samer Salem, Bethany Brown, JayR Tinaco, Haley Victoria Hunt, RJ Fetherstonhaugh",Laura Murphy,97
1138194,Heretic,"[27, 53]","Hugh Grant, Sophie Thatcher, Chloe East, Topher Grace, Elle Young, Julie Lynn-Mortensen, Haylie Hansen, Elle McKinnon, Hanna Huffman, Anesha Bailey",Scott Beck,111
673,Harry Potter and the Prisoner of Azkaban,"[12, 14]","Daniel Radcliffe, Rupert Grint, Emma Watson, Robbie Coltrane, Michael Gambon, Gary Oldman, David Thewlis, Timothy Spall, Alan Rickman, Tom Felton",Alfonso Cuarón,141
330,The Lost World: Jurassic Park,"[12, 28, 878]","Jeff Goldblum, Julianne Moore, Pete Postlethwaite, Arliss Howard, Richard Attenborough, Vince Vaughn, Vanessa Lee Chester, Peter Stormare, Harvey Jason, Richard Schiff",Steven Spielberg,129
1043905,Dirty Angels,"[28, 18, 53, 10752]","Eva Green, Maria Bakalova, Ruby Rose, Reza Brojerdi, Jojo T. Gibbs, Emily Bruni, Aziz Çapkurt, Rona-Lee Shim'on, George Iskandar, Christopher Backus",Martin Campbell,104
85,Raiders of the Lost Ark,"[12, 28]","Harrison Ford, Karen Allen, Paul Freeman, John Rhys-Davies, Ronald Lacey, Wolf Kahler, Anthony Higgins, Denholm Elliott, Alfred Molina, Vic Tablian",Steven Spielberg,115
843,In the Mood for Love,"[18, 10749]","Tony Leung, Maggie Cheung Man-Yuk, Rebecca Pan, Kelly Lai Chen, Siu Ping-Lam, Chin Tsi-Ang, Joe Cheung Tung-Cho, Koo Kam-Wah, Chan Man-Lei, Julien Carbon",Wong Kar-wai,99
207703,Kingsman: The Secret Service,"[80, 35, 28, 12]","Taron Egerton, Colin Firth, Samuel L. Jackson, Mark Strong, Sophie Cookson, Sofia Boutella, Michael Caine, Hanna Alström, Samantha Womack, Mark Hamill",Matthew Vaughn,129
49013,Cars 2,"[16, 10751, 12, 35]","Larry the Cable Guy, Owen Wilson, Michael Caine, Emily Mortimer, Eddie Izzard, John Turturro, Brent Musburger, Joe Mantegna, Thomas Kretschmann, Peter Jacobson",John Lasseter,106
1425617,Another You,"[35, 10749]","Giray Altınok, Ezgi Mola, Kerem Özdoğan, Şükran Ovalı, Nevra Serezli, Hüseyin Avni Danyal, Deniz Cengiz, Ömer Faruk Çavuş, Cihat Tamer, Nergis Çorakçı",Ömer Faruk Sorak,0
839033,The Lord of the Rings: The War of the Rohirrim,"[16, 14, 12, 28]","Brian Cox, Gaia Wise, Luke Pasqualino, Laurence Ubong Williams, Lorraine Ashbourne, Miranda Otto, Shaun Dooley, Benjamin Wainwright, Yazdan Qafouri, Michael Wildman",Kenji Kamiyama,134
8587,The Lion King,"[10751, 16, 18]","Matthew Broderick, Moira Kelly, Nathan Lane, Ernie Sabella, James Earl Jones, Jeremy Irons, Robert Guillaume, Rowan Atkinson, Jonathan Taylor Thomas, Niketa Calame-Harris",Roger Allers,89
279,Amadeus,"[36, 10402, 18]","F. Murray Abraham, Tom Hulce, Elizabeth Berridge, Simon Callow, Roy Dotrice, Christine Ebersole, Jeffrey Jones, Charles Kay, Kenny Baker, Lisbeth Bartlett",Miloš Forman,160
277834,Moana,"[12, 35, 10751, 16]","Auliʻi Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison, Jemaine Clement, Nicole Scherzinger, Alan Tudyk, Louise Bush, Oscar Kightley, Troy Polamalu",John Musker,107
176,Saw,"[27, 9648, 80]","Cary Elwes, Leigh Whannell, Danny Glover, Monica Potter, Ken Leung, Makenzie Vega, Michael Emerson, Shawnee Smith, Dina Meyer, Tobin Bell",James Wan,103
37165,The Truman Show,"[35, 18]","Jim Carrey, Laura Linney, Noah Emmerich, Natascha McElhone, Holland Taylor, Ed Harris, Paul Giamatti, Brian Delate, Peter Krause, Blair Slater",Peter Weir,103
49051,The Hobbit: An Unexpected Journey,"[12, 14, 28]","Martin Freeman, Ian McKellen, Richard Armitage, James Nesbitt, Ken Stott, Sylvester McCoy, Barry Humphries, Dean O'Gorman, Aidan Turner, Graham McTavish",Peter Jackson,169
122,The Lord of the Rings: The Return of the King,"[12, 14, 28]","Elijah Wood, Ian McKellen, Viggo Mortensen, Sean Astin, Andy Serkis, Dominic Monaghan, Billy Boyd, John Noble, David Wenham, Miranda Otto",Peter Jackson,201
674,Harry Potter and the Goblet of Fire,"[12, 14]","Daniel Radcliffe, Rupert Grint, Emma Watson, Brendan Gleeson, Michael Gambon, Robert Pattinson, Ralph Fiennes, Robbie Coltrane, Alan Rickman, David Tennant",Mike Newell,157
607,Men in Black,"[28, 12, 35, 878]","Tommy Lee Jones, Will Smith, Linda Fiorentino, Vincent D'Onofrio, Rip Torn, Tony Shalhoub, Siobhan Fallon Hogan, Mike Nussbaum, Jon Gries, Sergio Calderón",Barry Sonnenfeld,98
11423,Memories of Murder,"[80, 18, 53]","Song Kang-ho, Kim Sang-kyung, Kim Roi-ha, Song Jae-ho, Byun Hee-bong, Go Seo-hee, Ryu Tae-ho, Park No-shik, Park Hae-il, Jeon Mi-seon",Bong Joon Ho,131
1030983,Spin the Bottle,[27],"Tanner Stine, Kaylee Kaneshiro, Tony Amendola, Ryan Whitney, Hal Cumpston, Angela Halili, Samantha Cormier, Ali Larter, Justin Long, Christopher Ammanuel",Gavin Wiesen,124
1100782,Smile 2,"[27, 9648]","Naomi Scott, Rosemarie DeWitt, Lukas Gage, Miles Gutierrez-Riley, Peter Jacobson, Ray Nicholson, Dylan Gelula, Raúl Castillo, Kyle Gallner, Drew Barrymore",Parker Finn,127
116149,Paddington,"[35, 12, 10751]","Ben Whishaw, Hugh Bonneville, Sally Hawkins, Madeleine Harris, Samuel Joslin, Nicole Kidman, Julie Walters, Imelda Staunton, Peter Capaldi, Michael Gambon",Paul King,95
155,The Dark Knight,"[18, 28, 80, 53]","Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine, Maggie Gyllenhaal, Gary Oldman, Morgan Freeman, Monique Gabriela Curnen, Ron Dean, Cillian Murphy",Christopher Nolan,152
10138,Iron Man 2,"[12, 28, 878]","Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Scarlett Johansson, Sam Rockwell, Mickey Rourke, Samuel L. Jackson, Clark Gregg, John Slattery, Garry Shandling",Jon Favreau,124
1001274,Night Call,"[53, 28]","Jonathan Feltre, Natacha Krief, Jonas Bloquet, Romain Duris, Thomas Mustin, Sam Louwyck, Laura Masci, Claire Bodson, Graham Guit, Marco Maas",Michiel Blanchart,97
1187417,Rumours,"[35, 27]","Cate Blanchett, Roy Dupuis, Nikki Amuka-Bird, Charles Dance, Takehiro Hira, Denis Ménochet, Rolando Ravello, Zlatko Burić, Alicia Vikander, Alexa Kennedy",Guy Maddin,104
785542,The Outrun,[18],"Saoirse Ronan, Paapa Essiedu, Nabil Elouahabi, Izuka Hoyle, Lauren Lyle, Stephen Dillane, Saskia Reeves, Naomi Wirthner, Tony Hamilton-Croft, Posy Sterling",Nora Fingscheidt,118
155,The Dark Knight,"[18, 28, 80, 53]","Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine, Maggie Gyllenhaal, Gary Oldman, Morgan Freeman, Monique Gabriela Curnen, Ron Dean, Cillian Murphy",Christopher Nolan,152
10138,Iron Man 2,"[12, 28, 878]","Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Scarlett Johansson, Sam Rockwell, Mickey Rourke, Samuel L. Jackson, Clark Gregg, John Slattery, Garry Shandling",Jon Favreau,124
1001274,Night Call,"[53, 28]","Jonathan Feltre, Natacha Krief, Jonas Bloquet, Romain Duris, Thomas Mustin, Sam Louwyck, Laura Masci, Claire Bodson, Graham Guit, Marco Maas",Michiel Blanchart,97
1158996,Souleymane's Story,[18],"Abou Sangare, Nina Meurisse, Alpha Oumar Sow, Emmanuel Yovanie, Younoussa Diallo, Ghislain Mahan, Mamadou Barry, Yaya Diallo, Keita Diallo, Karim Bouziane",Boris Lojkine,92
140607,Star Wars: The Force Awakens,"[12, 28, 878]","Harrison Ford, Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega, Oscar Isaac, Lupita Nyong'o, Andy Serkis, Domhnall Gleeson",J.J. Abrams,136
11224,Cinderella,"[10751, 14, 16, 10749]","Ilene Woods, Eleanor Audley, Verna Felton, Claire Du Brey, Rhoda Williams, James MacDonald, Helene Stanley, Luis van Rooten, Don Barclay, Lucille Bliss",Clyde Geronimi,74
1146613,The Silent Planet,"[878, 53]","Briana Middleton, Elias Koteas, Bridget Wareham, Reuben Frederick Gear, Justin Nurse",Jeffrey St. Jules,95
1097549,Babygirl,[18],"Nicole Kidman, Harris Dickinson, Antonio Banderas, Esther-Rose McGregor, Sophie Wilde, Vaughan Reilly, Victor Slezak, Leslie Silva, Gaite Jansen, Robert Farrior",Halina Reijn,115
395817,The Thicket,"[80, 53, 37]","Peter Dinklage, Juliette Lewis, Levon Hawke, Leslie Grace, Gbenga Akinnagbe, Esme Creed-Miles, Andrew Schulz, Macon Blair, Arliss Howard, James Hetfield",Elliott Lester,108
278,The Shawshank Redemption,"[18, 80]","Morgan Freeman, Tim Robbins, Bob Gunton, William Sadler, Clancy Brown, Gil Bellows, James Whitmore, Mark Rolston, Jeffrey DeMunn, Larry Brandenburg",Frank Darabont,142
80794,Daughter of Darkness,"[53, 27, 35]","Lily Chung Suk-Wai, Hugo Ng Doi-Yung, William Ho, Anthony Wong Chau-Sang, Money Lo Man-Yee, Lo Hung, Chiu Wai, Monica Lo Suk-Yee, Gam Biu, Lee Wan-Fei",Ivan Lai Kai-Ming,96
285,Pirates of the Caribbean: At World's End,"[12, 14, 28]","Johnny Depp, Orlando Bloom, Keira Knightley, Geoffrey Rush, Stellan Skarsgård, Chow Yun-Fat, Bill Nighy, Jack Davenport, Kevin McNally, Tom Hollander",Gore Verbinski,169
2164,Stargate,"[28, 12, 878]","James Spader, Kurt Russell, Jaye Davidson, Viveca Lindfors, Alexis Cruz, Mili Avital, Erick Avari, John Diehl, Djimon Hounsou, Carlos Lauchu",Roland Emmerich,121
335983,Venom,"[878, 28]","Tom Hardy, Michelle Williams, Riz Ahmed, Scott Haze, Reid Scott, Jenny Slate, Melora Walters, Woody Harrelson, Peggy Lu, Malcolm C. Murray",Ruben Fleischer,112
299534,Avengers: Endgame,"[12, 878, 28]","Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, Jeremy Renner, Josh Brolin, Don Cheadle, Paul Rudd, Benedict Cumberbatch",Anthony Russo,181
530915,1917,"[10752, 36, 53, 18]","George MacKay, Dean-Charles Chapman, Mark Strong, Andrew Scott, Richard Madden, Claire Duburcq, Colin Firth, Benedict Cumberbatch, Daniel Mays, Adrian Scarborough",Sam Mendes,119
609681,The Marvels,"[878, 12, 28]","Brie Larson, Teyonah Parris, Iman Vellani, Samuel L. Jackson, Zawe Ashton, Gary Lewis, Park Seo-jun, Zenobia Shroff, Mohan Kapur, Saagar Shaikh",Nia DaCosta,105
940721,Godzilla Minus One,"[878, 27, 28]","Ryunosuke Kamiki, Minami Hamabe, Yuki Yamada, Munetaka Aoki, Hidetaka Yoshioka, Sakura Ando, Kuranosuke Sasaki, Saki Nakatani, Miou Tanaka, Yuya Endo",Takashi Yamazaki,124
12445,Harry Potter and the Deathly Hallows: Part 2,"[14, 12]","Daniel Radcliffe, Emma Watson, Rupert Grint, Ralph Fiennes, Alan Rickman, Michael Gambon, Warwick Davis, Helena Bonham Carter, Ciarán Hinds, Matthew Lewis",David Yates,130
1252377,La Dolce Villa,"[10749, 35]","Scott Foley, Violante Placido, Maia Reficco, Giuseppe Futia, Simone Luglio, Tommaso Basili, Nunzia Schiano, Luisa De Santis, Lucia Ricalzone, Giselle LeBleu Gant",Mark Waters,99
1026227,There's Still Tomorrow,"[18, 35, 36]","Paola Cortellesi, Valerio Mastandrea, Romana Maggiora Vergano, Emanuela Fanelli, Giorgio Colangeli, Vinicio Marchioni, Alessia Barela, Francesco Centorame, Raffaele Vannoli, Paola Tiziana Cruciani",Paola Cortellesi,118
269149,Zootopia,"[16, 12, 10751, 35]","Jason Bateman, Ginnifer Goodwin, Idris Elba, Jenny Slate, Nate Torrence, Bonnie Hunt, Don Lake, Tommy Chong, J.K. Simmons, Octavia Spencer",Byron Howard,109
1114513,Speak No Evil,"[27, 53]","James McAvoy, Mackenzie Davis, Scoot McNairy, Aisling Franciosi, Alix West Lefler, Dan Hough, Kris Hitchen, Motaz Malhees, Jakob Højlev Jørgensen",James Watkins,110
111,Scarface,"[28, 80, 18]","Al Pacino, Steven Bauer, Michelle Pfeiffer, Mary Elizabeth Mastrantonio, Robert Loggia, Miriam Colon, F. Murray Abraham, Paul Shenar, Harris Yulin, Ángel Salazar",Brian De Palma,169
1000866,Marching Band,"[35, 18, 10402]","Benjamin Lavernhe, Pierre Lottin, Sarah Suco, Clémence Massart-Weit, Ludmila Mikaël, Anne Loiret, Jacques Bonnaffé, Yvon Martin, Nathalie Desrumaux, Isabelle Zanotti",Emmanuel Courcol,103
9799,The Fast and the Furious,"[28, 80, 53]","Paul Walker, Vin Diesel, Michelle Rodriguez, Jordana Brewster, Rick Yune, Chad Lindberg, Johnny Strong, Matt Schulze, Ja Rule, Ted Levine",Rob Cohen,106
1034541,Terrifier 3,"[27, 53]","Lauren LaVera, David Howard Thornton, Samantha Scaffidi, Elliott Fullam, Margaret Anne Florence, Bryce Johnson, Alexa Blair Robertson, Antonella Rose, Mason Mecartea, Krsy Fox",Damien Leone,125
105,Back to the Future,"[12, 35, 878]","Michael J. Fox, Christopher Lloyd, Crispin Glover, Lea Thompson, Claudia Wells, Thomas F. Wilson, Marc McClure, Wendie Jo Sperber, George DiCenzo, Frances Lee McCain",Robert Zemeckis,116
166426,Pirates of the Caribbean: Dead Men Tell No Tales,"[12, 28, 14]","Johnny Depp, Javier Bardem, Geoffrey Rush, Brenton Thwaites, Kaya Scodelario, Kevin McNally, Golshifteh Farahani, David Wenham, Stephen Graham, Angus Barnett",Joachim Rønning,129
330459,Rogue One: A Star Wars Story,"[28, 12, 878]","Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen, Jiang Wen, Ben Mendelsohn, Guy Henry, Forest Whitaker, Riz Ahmed, Mads Mikkelsen",Gareth Edwards,133
620,Ghostbusters,"[35, 14]","Bill Murray, Dan Aykroyd, Sigourney Weaver, Harold Ramis, Rick Moranis, Annie Potts, William Atherton, Ernie Hudson, Slavitza Jovan, David Margulies",Ivan Reitman,107
1035048,Elevation,"[28, 878, 53]","Anthony Mackie, Morena Baccarin, Maddie Hasson, Danny Boyd Jr., Rachel Nicks, Shauna Earp, Tyler Grey, Drexel Malkoff, David Malkoff, Mike Hickman",George Nolfi,91
57158,The Hobbit: The Desolation of Smaug,"[14, 12, 28]","Ian McKellen, Martin Freeman, Richard Armitage, Benedict Cumberbatch, Orlando Bloom, Evangeline Lilly, Lee Pace, Luke Evans, Stephen Fry, Ken Stott",Peter Jackson,161
1208735,Thandel,"[10749, 28, 18, 53]","Naga Chaitanya Akkineni, Sai Pallavi, Sundip Ved, Prakash Belawadi, Kalpalatha, Karunakaran, Parvateesam, Mahesh Achanta, Babloo Prithiveeraj",Chandoo Mondeti,152
2105,American Pie,"[35, 10749]","Jason Biggs, Chris Klein, Thomas Ian Nicholas, Alyson Hannigan, Shannon Elizabeth, Tara Reid, Eddie Kaye Thomas, Seann William Scott, Eugene Levy, Natasha Lyonne",Paul Weitz,95
507086,Jurassic World Dominion,"[12, 28, 878]","Chris Pratt, Bryce Dallas Howard, Laura Dern, Sam Neill, Jeff Goldblum, DeWanda Wise, Mamoudou Athie, Isabella Sermon, Campbell Scott, BD Wong",Colin Trevorrow,147
634649,Spider-Man: No Way Home,"[28, 12, 878]","Tom Holland, Zendaya, Benedict Cumberbatch, Jacob Batalon, Jon Favreau, Jamie Foxx, Willem Dafoe, Alfred Molina, Benedict Wong, Tony Revolori",Jon Watts,148
121,The Lord of the Rings: The Two Towers,"[12, 14, 28]","Elijah Wood, Ian McKellen, Viggo Mortensen, Sean Astin, Andy Serkis, John Rhys-Davies, Orlando Bloom, Bernard Hill, Miranda Otto, Dominic Monaghan",Peter Jackson,179
68721,Iron Man 3,"[28, 12, 878]","Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Guy Pearce, Rebecca Hall, Jon Favreau, Ben Kingsley, James Badge Dale, Stephanie Szostak, Paul Bettany",Shane Black,130
420818,The Lion King,"[12, 18, 10751, 16]","Chiwetel Ejiofor, John Oliver, Donald Glover, James Earl Jones, John Kani, Alfre Woodard, Beyoncé, JD McCrary, Shahadi Wright Joseph, Penny Johnson Jerald",Jon Favreau,118
950396,The Gorge,"[10749, 878, 53]","Miles Teller, Anya Taylor-Joy, Sigourney Weaver, Sope Dirisu, William Houston, Kobna Holdbrook-Smith, James Marlowe, Julianna Kurokawa, Ruta Gedmintas, Oliver Trevena",Scott Derrickson,127
1126166,Flight Risk,"[28, 53, 80]","Mark Wahlberg, Michelle Dockery, Topher Grace, Leah Remini, Paul Ben-Victor, Maaz Ali, Monib Abhat, Eilise Patton, Senor Pablo, Savanah Joeckel",Mel Gibson,91
1064213,Anora,"[18, 35, 10749]","Mikey Madison, Mark Eydelshteyn, Yura Borisov, Karren Karagulian, Vache Tovmasyan, Luna Sofía Miranda, Lindsey Normington, Darya Ekamasova, Aleksey Serebryakov, Anton Bitter",Sean Baker,139
762509,Mufasa: The Lion King,"[12, 10751, 16]","Aaron Pierre, Kelvin Harrison, Jr., Tiffany Boone, Kagiso Lediga, Preston Nyman, Blue Ivy Carter, John Kani, Mads Mikkelsen, Seth Rogen, Billy Eichner",Barry Jenkins,118
1241982,Moana 2,"[16, 12, 10751, 35]","Auliʻi Cravalho, Dwayne Johnson, Hualālai Chung, Rose Matafeo, David Fane, Awhimai Fraser, Khaleesi Lambert-Tsuda, Temuera Morrison, Nicole Scherzinger, Rachel House",David G. Derrick Jr.,99
939243,Sonic the Hedgehog 3,"[28, 878, 35, 10751]","Jim Carrey, Ben Schwartz, Keanu Reeves, Idris Elba, Colleen O'Shaughnessey, James Marsden, Tika Sumpter, Lee Majdoub, Krysten Ritter, Adam Pally",Jeff Fowler,110
822119,Captain America: Brave New World,"[28, 53, 878]","Anthony Mackie, Harrison Ford, Danny Ramirez, Shira Haas, Tim Blake Nelson, Carl Lumbly, Giancarlo Esposito, Liv Tyler, Xosha Roquemore, Jóhannes Haukur Jóhannesson",Julius Onah,119
927342,Amaran,"[28, 18, 12, 10752]","Sivakarthikeyan, Sai Pallavi, Rahul Bose, Bhuvan Arora, Lallu Prasath, Shyam Mohan, Mir Salman, Shyamaprasad, Geetha Kailasam, Gaurav Venkatesh",Rajkumar Periasamy,169
426889,Le Clitoris,"[16, 99]",Lori Malépart-Traversy,Lori Malépart-Traversy,3
926670,Henry Danger: The Movie,"[28, 35, 10751, 878]","Jace Norman, Sean Ryan Fox, Ella Anderson, Michael D. Cohen, Frankie Grande, Glee Dango, Andre Tricoteux, Cooper Barnes, Eric Mazimpaka, Rachel Drance",Joe Menendez,86
1084199,Companion,"[27, 878, 53]","Sophie Thatcher, Jack Quaid, Lukas Gage, Megan Suri, Harvey Guillén, Rupert Friend, Jaboukie Young-White, Matthew J. McCarthy, Marc Menchaca, Woody Fu",Drew Hancock,97
1160956,Panda Plan,"[28, 35]","Jackie Chan, Shi Ce, Wei Xiang, Han Yanbo, Danny Ray, Xu Juncong, Andy Friend, Huang Yuntong, Jia Bing, Temur Mamisashvili",Zhang Luan,99
912649,Venom: The Last Dance,"[28, 878, 12]","Tom Hardy, Chiwetel Ejiofor, Juno Temple, Rhys Ifans, Stephen Graham, Peggy Lu, Clark Backo, Alanna Ubach, Cristo Fernández, Jared Abrahamson",Kelly Marcel,109
539972,Kraven the Hunter,"[28, 12, 53]","Aaron Taylor-Johnson, Ariana DeBose, Fred Hechinger, Alessandro Nivola, Christopher Abbott, Russell Crowe, Yuri Kolokolnikov, Levi Miller, Tom Reed, Billy Barratt",J.C. Chandor,127
823219,Flow,"[16, 14, 12]",,Gints Zilbalodis,85
1405338,Demon City,"[28, 80, 14, 53]","Toma Ikuta, Masahiro Higashide, Miou Tanaka, Ami Touma, Taro Suruga, Mai Kiryu, Naoto Takenaka, Takuma Otoo, Matsuya Onoe, Masanobu Takashima",Seiji Tanaka,106
1188104,The X-Treme Riders,"[28, 80]","Jirayu La-ongmani, Wawaa Nichari Chokprajakchat, Chaleeda Gilbert, Assaree Wattanayakun, Ratchanont Suprakob, Saranyoo Prachankit, Pattanapon Kunchorn, Byron Bishop, Akalavut Mankalasut, Jarupong Kluaymaingam",Sor Sangchai,75
1064486,Memoir of a Snail,"[16, 18, 35]","Sarah Snook, Kodi Smit-McPhee, Jacki Weaver, Magda Szubanski, Dominique Pinon, Tony Armstrong, Paul Capsis, Eric Bana, Bernie Clifford, Davey Thompson",Adam Elliot,94
774370,Dog Man,"[10751, 16, 35, 28]","Peter Hastings, Pete Davidson, Lil Rel Howery, Isla Fisher, Lucas Hopkins Calderon, Ricky Gervais, Poppy Liu, Stephen Root, Billy Boyd, Luenell",Peter Hastings,89
696506,Mickey 17,"[878, 35, 12, 14]","Robert Pattinson, Naomi Ackie, Steven Yeun, Mark Ruffalo, Toni Collette, Anamaria Vartolomei, Daniel Henshall, Patsy Ferran, Steve Park, Tim Key",Bong Joon Ho,137
1064486,Memoir of a Snail,"[16, 18, 35]","Sarah Snook, Kodi Smit-McPhee, Jacki Weaver, Magda Szubanski, Dominique Pinon, Tony Armstrong, Paul Capsis, Eric Bana, Bernie Clifford, Davey Thompson",Adam Elliot,94
774370,Dog Man,"[10751, 16, 35, 28]","Peter Hastings, Pete Davidson, Lil Rel Howery, Isla Fisher, Lucas Hopkins Calderon, Ricky Gervais, Poppy Liu, Stephen Root, Billy Boyd, Luenell",Peter Hastings,89
1226406,Love Hurts,"[28, 35, 10749]","Ke Huy Quan, Ariana DeBose, Mustafa Shakir, Lio Tipton, Daniel Wu, Cam Gigandet, Marshawn Lynch, André Eriksen, Rhys Darby, Sean Astin",Jonathan Eusebio,83
1140535,Presence,"[27, 18]","Callina Liang, Lucy Liu, Chris Sullivan, Eddy Maday, Julia Fox, Lucas Papaelias, West Mulholland, Daniel Danielson, Benny Elledge, Natalie Woolams-Torres",Steven Soderbergh,85
1357633,Solo Leveling -ReAwakening-,"[28, 12, 14, 16]","Taito Ban, Genta Nakamura, Haruna Mikawa, Reina Ueda, Daisuke Hirakawa, Hiroki Touchi, Banjo Ginga, Makoto Furukawa",Shunsuke Nakashige,116
549509,The Brutalist,[18],"Adrien Brody, Felicity Jones, Guy Pearce, Joe Alwyn, Raffey Cassidy, Stacy Martin, Isaach de Bankolé, Alessandro Nivola, Ariane Labed, Michael Epp",Brady Corbet,215
1249289,Alarum,"[28, 80, 53]","Scott Eastwood, Sylvester Stallone, Willa Fitzgerald, Mike Colter, D.W. Moffett, Isis Valverde, Joel Cohen, Mark Polish, Anton Narinskiy, Patrick Millin",Michael Polish,95
974576,Conclave,"[18, 53, 9648]","Ralph Fiennes, Stanley Tucci, John Lithgow, Isabella Rossellini, Lucian Msamati, Carlos Diehz, Sergio Castellitto, Brían F. O'Byrne, Merab Ninidze, Thomas Loibl",Edward Berger,120
1294203,My Fault: London,"[10749, 18]","Asha Banks, Matthew Broome, Eve Macklin, Ray Fearon, Enva Lewis, Jason Flemyng, Kerim Hassan, Sam Buchanan, Amelia Kenworthy, Harry Gilby",Dani Girdwood,118
1230208,Squad 36,"[28, 80, 18, 53]","Victor Belmondo, Tewfik Jallab, Soufiane Guerrab, Juliette Dol, Yvan Attal, Nicolas Wanczycki, Ludovic Faure, Lydia Andréï, Jean-Michel Correia, Moussa Mansaly",Olivier Marchal,124
1356039,Counterattack,"[28, 12, 53]","Luis Alberti, Noé Hernández, Leonardo Alonso, Luis Curiel, Guillermo Nava, David Calderón León, Mayra Batalla, Israel Islas, Ishbel Bautista, Frida Jiser",Chava Cartas,85
